"Region","Prob_Decline","Prob_30percent_Decline","Prob_50percent_Decline","2.5%","5%","50%","95%","97.5%","mean","SE"
"Global",0.953333333333333,0.0702,0,-33.5244862992938,-31.2520767128856,-17.7541607231176,-0.419258113607213,4.19912066197227,-17.0703180362795,9.70769870679971
