"Region","Prob_Decline","Prob_30percent_Decline","Prob_50percent_Decline","2.5%","5%","50%","95%","97.5%","mean","SE"
"Global",0.681666666666667,0.00866666666666667,0,-26.2468838646879,-23.0585660739814,-5.46992995847705,16.6339012135752,21.9310004497177,-4.6930038629023,12.2990458804587
