"Region","Prob_Decline","Prob_30percent_Decline","Prob_50percent_Decline","2.5%","5%","50%","95%","97.5%","mean","SE"
"Global",0.914466666666667,0.0373333333333333,0,-31.3917934852351,-28.9403159735287,-15.0380056326537,3.30691548587589,7.59520755206244,-14.1972497486135,9.9740305250534
