,year,site_number,N_mean,N_se,N_q025,N_q05,N_median,N_q95,N_q975,site_id,site_name,lat,lon,img_lat_mean,img_lon_mean,ccamlr_reg,ice_reg,p_ice_reg,MPA_current_name,MPA_proposed_name,in_MPA_current,in_MPA_any
119,2016,7,13282.29827,2633.093292,9091.709966,9630.718098,12954.92359,18094.35876,19433.36162,WASH,Cape Washington,-74.64,165.37,-74.64,0,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
120,2017,1,1062.029889,290.6665731,580.1865326,679.1529091,1050.872791,1525.161214,1642.920256,BEAN,Beaufort Island,-76.94,167.02,-76.94,146.1425,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
121,2017,2,16822.80708,5961.481184,9225.05783,9968.432325,15589.88657,27603.06652,31677.05362,CBEK,Cape Colbeck,-77.135,-157.715,-77.135,-131.4166667,Subarea 88.2,Amundsen Sea,Ross,Ross,NA,yes,yes
122,2017,3,21747.59393,4766.357592,13769.04229,14809.5522,21263.11598,30191.06678,32526.25746,COUL,Coulman Island,-73.35,169.61,-73.35,152.649,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
123,2017,4,1229.412035,225.6248214,852.2781495,904.7312271,1206.25233,1630.162648,1733.941212,CROZ,Cape Crozier,-77.46,169.32,-77.46,112.88,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
124,2017,5,4287.681423,1615.678726,2244.989688,2409.927545,3917.890487,7387.262859,8299.522702,FRAN,Franklin Island,-76.18,168.43,-76.18,147.37625,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
125,2017,6,5636.977472,1171.293336,3706.161601,3957.14919,5514.203787,7764.140949,8292.133164,ROGE,Cape Roget,-71.99,170.59,-71.99,136.472,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
126,2017,7,12843.56129,3361.493854,7561.303423,8681.106285,12672.52357,18252.3691,19634.00119,WASH,Cape Washington,-74.64,165.37,-74.64,0,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
127,2018,1,947.6500022,260.2784498,526.1383202,572.2603366,918.7608508,1413.95289,1532.474627,BEAN,Beaufort Island,-76.94,167.02,-76.94,146.1425,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
128,2018,2,17002.55799,7445.241251,6615.885739,8377.798402,15816.23269,29906.03062,34495.61516,CBEK,Cape Colbeck,-77.135,-157.715,-77.135,-131.4166667,Subarea 88.2,Amundsen Sea,Ross,Ross,NA,yes,yes
129,2018,3,22233.06972,4531.1193,14844.51157,15776.61913,21697.2538,30402.95072,32686.99551,COUL,Coulman Island,-73.35,169.61,-73.35,152.649,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
130,2018,4,1483.060047,231.7107977,1059.161092,1121.667007,1473.573056,1877.885788,1964.449299,CROZ,Cape Crozier,-77.46,169.32,-77.46,112.88,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
131,2018,5,4320.068072,1938.010888,1622.237024,2004.201015,3987.778833,7873.252309,9014.248989,FRAN,Franklin Island,-76.18,168.43,-76.18,147.37625,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
132,2018,6,5599.775847,1139.400039,3790.09231,4014.929097,5450.469938,7687.630862,8219.506736,ROGE,Cape Roget,-71.99,170.59,-71.99,136.472,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
133,2018,7,12838.15376,2794.075389,8458.35385,8971.297659,12467.8172,17989.37942,19338.4235,WASH,Cape Washington,-74.64,165.37,-74.64,0,Subarea 88.1,Victoria Oates Land,Ross,Ross,NA,yes,yes
