Region,Prob_Decline,Prob_30percent_Decline,Prob_50percent_Decline,2.50%,5%,50%,95%,97.50%,mean,SE
Global,0.457266667,0.1133,0.015733333,-46.57180889,-39.67004714,3.542834412,78.04374791,101.2557346,9.497306,38.292006
