"Region","Prob_Decline","Prob_30percent_Decline","Prob_50percent_Decline","2.5%","5%","50%","95%","97.5%","mean","SE"
"Global",0.814266666666667,0.00753333333333333,0,-26.4464955411549,-23.9736037064175,-9.56473171143518,9.39675570477074,14.1681924686062,-8.69324812494909,10.3968364917557
