"Region","2.5%","5%","50%","95%","97.5%","mean","prob_negative","SE"
"Global",-0.0341068347901671,-0.0306049435432511,-0.0131492206100775,0.00632623928512656,0.010487161194703,-0.0127274807461342,0.8717,0.0112896390887646
